,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
265,3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000,American,St. Marks Road,29
266,3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000,Desserts,St. Marks Road,29
267,3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000,Continental,St. Marks Road,29
268,3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000,Italian,St. Marks Road,29
269,3439,Golpark,Kolkata,The Grub Club,400.0,4.3,1000,Italian,Golpark,69
270,3439,Golpark,Kolkata,The Grub Club,400.0,4.3,1000,Chinese,Golpark,69
271,3439,Golpark,Kolkata,The Grub Club,400.0,4.3,1000,Thai,Golpark,69
272,3454,Koramangala,Bangalore,Lazeez,500.0,4.2,500,North Indian,5Th Block,55
273,3454,Koramangala,Bangalore,Lazeez,500.0,4.2,500,Mughlai,5Th Block,55
274,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Lebanese,Fc Road,46
275,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,North Indian,Fc Road,46
277,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Mughlai,Fc Road,46
278,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Combo,Fc Road,46
279,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Biryani,Fc Road,46
280,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Kebabs,Fc Road,46
282,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Arabian,Fc Road,46
284,3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100,Desserts,Fc Road,46
285,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,Sweets,Road No 2,65
286,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,Bakery,Road No 2,65
287,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,Desserts,Road No 2,65
288,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,Fast Food,Road No 2,65
289,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,Street Food,Road No 2,65
290,3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500,Chaat,Road No 2,65
291,3813,Gariahat,Kolkata,Kimli,600.0,4.4,100,Chinese,Purnadas Road,69
292,3813,Gariahat,Kolkata,Kimli,600.0,4.4,100,Seafood,Purnadas Road,69
293,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,North Indian,Koregaon Park,53
294,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,Chinese,Koregaon Park,53
295,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,Continental,Koregaon Park,53
296,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,Asian,Koregaon Park,53
297,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,Desserts,Koregaon Park,53
298,3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100,Beverages,Koregaon Park,53
299,3835,Deccan Gymkhana,Pune,The Chocolate Room,450.0,2.9,80,Desserts,Fc Road,39
300,3835,Deccan Gymkhana,Pune,The Chocolate Room,450.0,2.9,80,Continental,Fc Road,39
301,3835,Deccan Gymkhana,Pune,The Chocolate Room,450.0,2.9,80,Fast Food,Fc Road,39
302,3855,Koregaon Park,Pune,Uncle'S Chinese,350.0,4.1,1000,Chinese,Koregaon Park,55
303,3855,Koregaon Park,Pune,Uncle'S Chinese,350.0,4.1,1000,Thai,Koregaon Park,55
305,3889,Jayanagar,Bangalore,House Of Kebab'S,500.0,3.7,50,North Indian,Rv Road,51
306,3889,Jayanagar,Bangalore,House Of Kebab'S,500.0,3.7,50,Chinese,Rv Road,51
307,3889,Jayanagar,Bangalore,House Of Kebab'S,500.0,3.7,50,Biryani,Rv Road,51
308,3914,Karkhana,Hyderabad,Oh So Stoned,300.0,3.9,100,Ice Cream,Vikrampuri Colony,68
309,3914,Karkhana,Hyderabad,Oh So Stoned,300.0,3.9,100,Desserts,Vikrampuri Colony,68
310,4051,Kothrud,Pune,Zest Cafe Bar,250.0,4.2,20,Chinese,Ideal Chambers  Kothrud,57
311,4051,Kothrud,Pune,Zest Cafe Bar,250.0,4.2,20,Fast Food,Ideal Chambers  Kothrud,57
312,4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100,Lebanese,Koregaon Park,51
313,4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100,Fast Food,Koregaon Park,51
314,4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100,Snacks,Koregaon Park,51
315,4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100,Arabian,Koregaon Park,51
316,4086,Kothrud,Pune,Rushhrs,250.0,4.3,100,Salads,Karishma Housing Society,46
317,4086,Kothrud,Pune,Rushhrs,250.0,4.3,100,Healthy Food,Karishma Housing Society,46
318,4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500,Biryani,Karve Road,35
319,4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500,Mughlai,Karve Road,35
320,4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500,North Indian,Karve Road,35
321,4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500,Chinese,Karve Road,35
322,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,Biryani,Abids Road,24
323,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,Tandoor,Abids Road,24
324,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,Chinese,Abids Road,24
325,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,Indian,Abids Road,24
326,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,Kebabs,Abids Road,24
327,4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000,Desserts,Abids Road,24
328,4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500,Chinese,Dilsukhnagar Main Road,39
329,4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500,Italian,Dilsukhnagar Main Road,39
330,4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500,Desserts,Dilsukhnagar Main Road,39
331,4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500,Bakery,Dilsukhnagar Main Road,39
332,4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500,Fast Food,Dilsukhnagar Main Road,39
333,4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000,Biryani,Alkapuri X Roads,67
334,4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000,Chinese,Alkapuri X Roads,67
335,4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000,South Indian,Alkapuri X Roads,67
336,4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000,North Indian,Alkapuri X Roads,67
337,4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000,Tandoor,Alkapuri X Roads,67
338,4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000,Biryani,L B Nagar,70
339,4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000,Chinese,L B Nagar,70
340,4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000,South Indian,L B Nagar,70
341,4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000,North Indian,L B Nagar,70
342,4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000,Tandoor,L B Nagar,70
343,4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100,Biryani,Lakshmi Nagar Colony,52
344,4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100,Chinese,Lakshmi Nagar Colony,52
345,4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100,North Indian,Lakshmi Nagar Colony,52
346,4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100,South Indian,Lakshmi Nagar Colony,52
347,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,Biryani,Narayanguda,25
348,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,Tandoor,Narayanguda,25
349,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,Chinese,Narayanguda,25
350,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,Indian,Narayanguda,25
351,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,Kebabs,Narayanguda,25
352,4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000,Desserts,Narayanguda,25
353,4338,Fc Road,Pune,The Burger Barn Cafe,300.0,4.1,100,American,Ghole Road,46
354,4338,Fc Road,Pune,The Burger Barn Cafe,300.0,4.1,100,Fast Food,Ghole Road,46
355,4429,Park Street Area,Kolkata,Sip & Sandwich,300.0,2.9,80,Pastas,Park Street,60
356,4429,Park Street Area,Kolkata,Sip & Sandwich,300.0,2.9,80,Beverages,Park Street,60
357,4429,Park Street Area,Kolkata,Sip & Sandwich,300.0,2.9,80,Fast Food,Park Street,60
358,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,Biryani,Park Street,52
359,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,Mughlai,Park Street,52
360,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,North Indian,Park Street,52
361,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,Indian,Park Street,52
362,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,Kebabs,Park Street,52
363,4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000,Tandoor,Park Street,52
364,4484,Park Street Area,Kolkata,Mocambo,1500.0,4.4,1000,North Indian,Park Street,62
365,4484,Park Street Area,Kolkata,Mocambo,1500.0,4.4,1000,Biryani,Park Street,62
366,4484,Park Street Area,Kolkata,Mocambo,1500.0,4.4,1000,Continental,Park Street,62
367,4484,Park Street Area,Kolkata,Mocambo,1500.0,4.4,1000,Italian,Park Street,62
368,4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100,North Indian,Sector 1,70
369,4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100,Chinese,Sector 1,70
370,4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100,South Indian,Sector 1,70
371,4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100,Fast Food,Sector 1,70
372,4565,Bidhannagar,Kolkata,Kaafila,1600.0,3.9,50,Mughlai,Sector 1,71
373,4565,Bidhannagar,Kolkata,Kaafila,1600.0,3.9,50,North Indian,Sector 1,71
374,4587,Bidhannagar,Kolkata,Ranjan'S,200.0,4.2,100,North Indian,Sector 3,56
375,4587,Bidhannagar,Kolkata,Ranjan'S,200.0,4.2,100,Chinese,Sector 3,56
376,4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500.0,4.1,1000,North Indian,Sector 1,59
377,4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500.0,4.1,1000,Punjabi,Sector 1,59
378,4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500.0,4.1,1000,Biryani,Sector 1,59
379,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,Combo,Sector 1,68
380,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,Chinese,Sector 1,68
381,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,Continental,Sector 1,68
382,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,Italian,Sector 1,68
383,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,Fast Food,Sector 1,68
384,4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50,Mexican,Sector 1,68
385,4614,Himayatnagar,Hyderabad,Crystal Restaurant,350.0,3.9,1000,Biryani,Rtc X Roads,34
386,4614,Himayatnagar,Hyderabad,Crystal Restaurant,350.0,3.9,1000,North Indian,Rtc X Roads,34
387,4614,Himayatnagar,Hyderabad,Crystal Restaurant,350.0,3.9,1000,Chinese,Rtc X Roads,34
388,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Biryani,Rtc X Roads,27
389,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Tandoor,Rtc X Roads,27
390,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Chinese,Rtc X Roads,27
391,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Indian,Rtc X Roads,27
392,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Desserts,Rtc X Roads,27
393,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Kebabs,Rtc X Roads,27
394,4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000,Mughlai,Rtc X Roads,27
395,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,American,Kensington Point,52
397,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Italian,Kensington Point,52
398,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Mexican,Kensington Point,52
399,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Continental,Kensington Point,52
401,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Desserts,Kensington Point,52
402,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Grill,Kensington Point,52
403,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Salads,Kensington Point,52
404,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Pastas,Kensington Point,52
405,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Pizzas,Kensington Point,52
406,4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100,Lebanese,Kensington Point,52
407,4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20,Italian,O.U Road,48
408,4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20,Pizzas,O.U Road,48
409,4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20,Fast Food,O.U Road,48
410,4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20,Beverages,O.U Road,48
411,4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20,Desserts,O.U Road,48
412,4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500,Mughlai,Tilaknagar,45
413,4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500,North Indian,Tilaknagar,45
414,4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500,Chinese,Tilaknagar,45
415,4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500,Seafood,Tilaknagar,45
416,4781,Himayatnagar,Hyderabad,Bluedragon By Mandilicious,300.0,4.2,20,Chinese,Himayathnagar,34
417,4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20,Ice Cream,O.U Road,43
418,4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20,Pizzas,O.U Road,43
419,4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20,Fast Food,O.U Road,43
420,4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20,Beverages,O.U Road,43
421,4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20,Desserts,O.U Road,43
422,4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100,Biryani,Road No 12,62
423,4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100,Chinese,Road No 12,62
424,4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100,South Indian,Road No 12,62
425,4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100,North Indian,Road No 12,62
426,4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100,Tandoor,Road No 12,62
427,4841,Karve Nagar,Pune,Cheesiano Pizza,500.0,3.9,100,Italian,Karvenagar,52
428,4841,Karve Nagar,Pune,Cheesiano Pizza,500.0,3.9,100,Pizzas,Karvenagar,52
429,4841,Karve Nagar,Pune,Cheesiano Pizza,500.0,3.9,100,Fast Food,Karvenagar,52
430,4853,Domlur,Bangalore,Venus Biryani,200.0,4.1,500,Biryani,3Rd Cross,49
431,4956,Andheri East,Mumbai,Rj Spice,450.0,4.1,20,Chinese,Jb Nagar  Andheri East,55
432,4956,Andheri East,Mumbai,Rj Spice,450.0,4.1,20,Thai,Jb Nagar  Andheri East,55
433,4956,Andheri East,Mumbai,Rj Spice,450.0,4.1,20,Fast Food,Jb Nagar  Andheri East,55
434,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Biryani,Bund Garden Road,31
435,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Mughlai,Bund Garden Road,31
436,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Tandoor,Bund Garden Road,31
437,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Chinese,Bund Garden Road,31
438,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Desserts,Bund Garden Road,31
439,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Ice Cream,Bund Garden Road,31
440,5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000,Beverages,Bund Garden Road,31
441,5119,Koregaon Park,Pune,Arthur'S Theme,800.0,4.3,100,Italian,Lane No 6 Opp Cosmos Bank Kp,56
442,5119,Koregaon Park,Pune,Arthur'S Theme,800.0,4.3,100,European,Lane No 6 Opp Cosmos Bank Kp,56
443,5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000.0,4.2,100,North Indian,Mundhwa Road Kp,64
444,5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000.0,4.2,100,Chinese,Mundhwa Road Kp,64
445,5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000.0,4.2,100,Seafood,Mundhwa Road Kp,64
446,5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000.0,4.2,100,Continental,Mundhwa Road Kp,64
447,5139,Shivajinagar,Pune,Smokin' Joe'S,400.0,4.0,50,American,Jm Road,35
448,5139,Shivajinagar,Pune,Smokin' Joe'S,400.0,4.0,50,Fast Food,Jm Road,35
449,5150,Mohammed Wadi,Pune,Chai - The Way You Like It,250.0,4.0,50,Fast Food,Salunkhe Vihar Road,73
450,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Chinese,Pyramid Mall,53
451,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Oriental,Pyramid Mall,53
452,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Thai,Pyramid Mall,53
453,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Pan-Asian,Pyramid Mall,53
454,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Seafood,Pyramid Mall,53
455,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Asian,Pyramid Mall,53
456,5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100,Desserts,Pyramid Mall,53
457,5172,Bandra Area,Mumbai,Theobroma,800.0,4.7,500,Desserts,Bandra Area,40
458,5172,Bandra Area,Mumbai,Theobroma,800.0,4.7,500,Bakery,Bandra Area,40
459,5172,Bandra Area,Mumbai,Theobroma,800.0,4.7,500,Beverages,Bandra Area,40
460,5208,Paschim Vihar,Delhi,Deli 63,400.0,2.9,80,Street Food,Punjabi Bagh,60
461,5208,Paschim Vihar,Delhi,Deli 63,400.0,2.9,80,Fast Food,Punjabi Bagh,60
462,5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100,Mughlai,Malleshwaram,53
463,5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100,North Indian,Malleshwaram,53
464,5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100,Chinese,Malleshwaram,53
465,5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100,Fast Food,Malleshwaram,53
466,5247,Ashok Nagar,Bangalore,Corner House Ice Cream,250.0,4.7,1000,Ice Cream,Residency Road,31
467,5247,Ashok Nagar,Bangalore,Corner House Ice Cream,250.0,4.7,1000,Desserts,Residency Road,31
468,5251,Kalighat,Kolkata,Bachan'S Dhaba,250.0,4.3,5000,North Indian,Near Kalighat Metro Rash Behari Avenue,61
469,5251,Kalighat,Kolkata,Bachan'S Dhaba,250.0,4.3,5000,Chinese,Near Kalighat Metro Rash Behari Avenue,61
470,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Chinese,Ballygunge,64
471,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Oriental,Ballygunge,64
472,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Thai,Ballygunge,64
473,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Pan-Asian,Ballygunge,64
474,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Seafood,Ballygunge,64
475,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Asian,Ballygunge,64
476,5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100,Desserts,Ballygunge,64
477,5285,Lakdikapul,Hyderabad,Chicha'S,200.0,3.8,500,Biryani,P & T Officers Colony,40
478,5285,Lakdikapul,Hyderabad,Chicha'S,200.0,3.8,500,Hyderabadi,P & T Officers Colony,40
479,5285,Lakdikapul,Hyderabad,Chicha'S,200.0,3.8,500,Indian,P & T Officers Colony,40
480,5285,Lakdikapul,Hyderabad,Chicha'S,200.0,3.8,500,Street Food,P & T Officers Colony,40
481,5297,Deccan Gymkhana,Pune,Le Plaisir,1000.0,4.5,500,Italian,Prabhat Road Deccan,40
482,5297,Deccan Gymkhana,Pune,Le Plaisir,1000.0,4.5,500,Continental,Prabhat Road Deccan,40
483,5297,Deccan Gymkhana,Pune,Le Plaisir,1000.0,4.5,500,European,Prabhat Road Deccan,40
484,5297,Deccan Gymkhana,Pune,Le Plaisir,1000.0,4.5,500,Desserts,Prabhat Road Deccan,40
485,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,North Indian,Shivajinagar,35
486,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,Fast Food,Shivajinagar,35
487,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,Biryani,Shivajinagar,35
488,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,Cafe,Shivajinagar,35
489,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,Snacks,Shivajinagar,35
490,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,Beverages,Shivajinagar,35
491,5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100,Bakery,Shivajinagar,35
492,5408,Camp,Pune,George Restaurant,600.0,4.3,1000,North Indian,East Street,33
493,5408,Camp,Pune,George Restaurant,600.0,4.3,1000,Chinese,East Street,33
494,5408,Camp,Pune,George Restaurant,600.0,4.3,1000,Biryani,East Street,33
495,5408,Camp,Pune,George Restaurant,600.0,4.3,1000,Mughlai,East Street,33
497,5408,Camp,Pune,George Restaurant,600.0,4.3,1000,Fast Food,East Street,33
498,5496,Camp,Pune,Marzorin,200.0,4.4,1000,Fast Food,Mg Road,33
499,5496,Camp,Pune,Marzorin,200.0,4.4,1000,Bakery,Mg Road,33
500,5496,Camp,Pune,Marzorin,200.0,4.4,1000,Beverages,Mg Road,33
501,5496,Camp,Pune,Marzorin,200.0,4.4,1000,Snacks,Mg Road,33
502,5496,Camp,Pune,Marzorin,200.0,4.4,1000,Desserts,Mg Road,33
503,5504,Antop Hill,Mumbai,Monica Chinese Fast Food,350.0,3.9,50,Chinese,Antop Hill,57
504,5538,Kothapet,Hyderabad,Kinara Grand,750.0,3.9,1000,North Indian,Ashta Laxmi Temple,58
505,5538,Kothapet,Hyderabad,Kinara Grand,750.0,3.9,1000,Chinese,Ashta Laxmi Temple,58
506,5538,Kothapet,Hyderabad,Kinara Grand,750.0,3.9,1000,Biryani,Ashta Laxmi Temple,58
507,5549,New Tippasandra,Bangalore,Dal Roti Sabji,150.0,4.5,100,North Indian,80Ft Road,54
508,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Chinese,Church Street,40
509,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Oriental,Church Street,40
510,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Thai,Church Street,40
511,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Pan-Asian,Church Street,40
512,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Seafood,Church Street,40
513,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Asian,Church Street,40
514,5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100,Desserts,Church Street,40
515,5582,Vasanth Nagar,Bangalore,Shezan,600.0,4.3,100,North Indian,Cunnigham Road,44
516,5582,Vasanth Nagar,Bangalore,Shezan,600.0,4.3,100,Chinese,Cunnigham Road,44
517,5582,Vasanth Nagar,Bangalore,Shezan,600.0,4.3,100,Continental,Cunnigham Road,44
518,5582,Vasanth Nagar,Bangalore,Shezan,600.0,4.3,100,Mughlai,Cunnigham Road,44
519,5596,Vasanth Nagar,Bangalore,Dolci Desserts,600.0,4.5,50,Desserts,Cunnigham Road,40
520,5596,Vasanth Nagar,Bangalore,Dolci Desserts,600.0,4.5,50,Pastas,Cunnigham Road,40
521,5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100,Fast Food,Fc Road,35
522,5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100,Healthy Food,Fc Road,35
523,5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100,Salads,Fc Road,35
524,5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100,Snacks,Fc Road,35
525,5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100,Desserts,Fc Road,35
526,5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100,Beverages,Fc Road,35
527,5691,Bandra Area,Mumbai,Smoke House Deli,600.0,4.4,100,European,Bandra Area,48
528,5691,Bandra Area,Mumbai,Smoke House Deli,600.0,4.4,100,Italian,Bandra Area,48
529,5691,Bandra Area,Mumbai,Smoke House Deli,600.0,4.4,100,American,Bandra Area,48
530,5691,Bandra Area,Mumbai,Smoke House Deli,600.0,4.4,100,Pastas,Bandra Area,48
